churn,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,account_paperlessbilling,account_charges_monthly,account_charges_daily,internet_internetservice_Fiber optic,internet_internetservice_No,account_contract_One year,account_contract_Two year,account_paymentmethod_Credit card (automatic),account_paymentmethod_Electronic check,account_paymentmethod_Mailed check
0,0,1,1,-0.9542480334983694,0,1,0,1,1,0.02896358441073154,-0.7447403127386155,False,False,True,False,False,False,True
0,0,0,0,-0.9542480334983694,0,0,0,0,0,-0.16044957419777534,-0.7672091610367672,False,False,False,False,False,False,True
1,0,0,0,-1.157760363930576,0,0,1,0,1,0.30477572764768074,-0.8826654925177408,True,False,False,False,False,True,False
1,1,1,0,-0.7914381691526042,0,1,1,0,1,1.1056278543959295,-0.4602158300161472,True,False,False,False,False,True,False
1,1,1,0,-1.1984628300170173,0,0,0,1,1,0.6370795146801491,-0.8886027422153862,True,False,False,False,False,False,True
0,0,0,1,-0.9542480334983694,0,0,0,1,1,0.15523902348306992,-0.7543855845522621,False,False,False,False,True,False,False
0,1,1,0,1.569304863860992,1,1,1,1,1,1.4944232852239177,2.48254115023529,True,False,False,True,False,False,False
0,0,1,0,1.2436851351694616,1,0,0,1,1,0.6620022987075843,1.3672872841672106,True,False,False,True,True,False,False
0,1,0,0,-1.035652965671252,1,0,0,0,1,-0.5492450050257632,-0.8564003358627306,False,False,False,False,False,True,False
0,0,1,1,1.3250900673423442,1,1,1,1,1,0.8547384951864159,1.6233615257734533,False,False,False,True,False,False,True
0,0,0,0,0.8773629403914898,1,0,0,1,0,-0.6489361411355038,0.07952210346420692,False,False,False,True,True,False,False
0,0,1,1,1.6100073299474336,1,1,1,1,1,1.73035897401697,2.7264318906032416,True,False,False,True,True,False,False
0,0,1,0,-1.1170578978441348,0,0,0,0,1,0.14028535306660875,-0.851478377934943,True,False,False,False,False,True,False
0,0,0,0,1.6100073299474336,1,1,1,0,1,1.215288104116644,2.1987008858794637,True,False,False,True,False,False,False
0,0,0,0,0.9587678725643725,1,1,1,1,0,-0.6539206979409911,0.1234665798508667,False,False,False,True,False,False,False
0,0,1,1,1.569304863860992,0,1,1,0,1,1.030859502313624,2.0168974443943215,True,False,False,True,True,False,False
0,0,1,1,0.06331361866266345,1,0,1,1,0,-0.11558856294839204,-0.1267807698588025,False,False,True,False,False,False,True
0,1,0,0,-1.2798677621899,0,0,0,0,1,0.24496104598183602,-0.9748142564124197,True,False,False,False,False,True,False
1,1,0,0,0.511040745613518,1,0,1,0,0,-0.06740451382868402,0.225613760522621,False,False,True,False,True,False,False
1,1,0,0,-1.2798677621899,0,0,0,0,1,-1.3168667530707654,-0.9955615230138564,False,False,False,False,False,True,False
0,1,1,0,0.7145530760457245,0,0,0,0,0,-1.3135437152004406,-0.42999986408277824,False,True,True,False,False,True,False
1,0,1,0,-0.7914381691526042,0,1,1,0,0,0.9760293774532666,-0.47003767431150817,True,False,False,False,False,True,False
0,0,1,1,-0.38441350828819104,0,0,0,0,1,0.632094957874662,-0.19001578987275577,True,False,False,False,False,True,False
0,0,0,0,-1.1984628300170173,0,0,0,0,0,-1.4913262412628112,-0.9813915813562795,False,True,False,False,False,False,True
1,0,1,1,-1.157760363930576,0,0,0,0,0,-1.474711051911188,-0.9729381737942047,False,True,False,False,False,False,True
1,0,1,1,-1.2798677621899,1,0,0,0,0,-1.1374227080732324,-0.9931777945107126,False,False,False,False,False,False,False
0,0,1,1,0.9180654064779311,0,1,1,1,1,1.2950410130044365,1.4904245186027585,True,False,True,False,False,False,False
0,0,1,1,0.8773629403914898,0,0,0,0,0,-1.4730495329760256,-0.5252165748472439,False,True,False,True,True,False,False
0,0,0,0,-0.26230611002886706,0,0,0,0,1,-1.499633835938623,-0.7983521324991365,False,True,True,False,False,False,False
0,0,1,1,1.4878999316881094,0,0,0,0,0,-1.4963107980682984,-0.39000619697447675,False,True,False,True,False,False,False
0,0,1,1,0.1854210169219874,0,0,0,0,0,0.8796612792138511,-0.6089560743002767,True,False,True,False,True,False,False
0,0,1,0,0.6738506099592833,0,0,0,0,0,-1.471388014040863,2.499271392877725,False,True,True,False,False,False,False
0,0,1,0,1.3657925334287855,1,1,1,1,0,1.6971285953137232,-0.41362276640377177,True,False,True,False,False,False,False
0,0,0,0,1.406494999515227,0,0,0,0,0,-1.4680649761705387,-0.6422841302238611,False,True,True,False,False,True,False
0,0,1,1,-0.5065209065475149,1,0,1,1,1,-0.8416723376143356,-0.5342438429748904,False,False,False,True,True,False,False
0,0,0,1,0.4296358134406353,0,0,0,0,1,-1.3168667530707654,1.1826807545348528,False,True,False,True,False,True,False
0,0,1,0,0.9180654064779311,1,0,0,0,1,0.8331387490293053,1.4643359344294622,True,False,False,False,False,False,False
0,0,1,0,1.0808752708236964,1,1,0,0,1,0.9976291236103773,-0.9075401408792506,True,False,False,False,False,True,False
0,0,1,1,-0.8321406352390455,0,0,0,0,0,-1.4763725708463504,-0.15512065317395643,False,True,False,True,False,False,False
0,0,1,1,-0.22160364394242577,0,0,0,0,1,0.3662519282486872,-0.966427063530988,True,False,False,False,False,False,False
1,1,0,0,-1.2391652961034587,1,0,0,0,1,-0.5143531073873542,-0.08892804409128768,False,False,False,False,False,True,False
0,0,0,0,-0.22160364394242577,0,1,1,1,0,0.44766635607164207,-0.728274928818752,False,False,True,False,False,False,True
0,0,1,1,-0.3030085761153084,0,0,0,0,0,-1.3035746015894667,-0.2954957761368684,False,True,False,True,True,False,False
0,0,1,1,-0.3030085761153084,1,1,1,0,1,-0.1039579304022556,-0.45818524647643205,False,False,True,False,False,False,False
0,0,0,1,-0.14019871176954313,1,1,1,1,1,-0.6555822168761533,1.7815263262690861,False,False,False,False,False,False,True
0,0,1,0,1.6100073299474336,0,1,1,1,1,0.6786174880592077,-0.6853457442019494,False,False,False,True,False,False,False
0,0,0,0,-0.7507357030661629,0,1,0,0,0,-0.441246274240211,0.5524935672963203,False,False,True,False,True,False,False
0,0,0,0,0.10401608474910477,0,0,1,1,1,1.147165827774988,-0.9870860438915673,True,False,True,False,False,True,False
0,0,0,0,-1.2798677621899,0,0,0,0,1,-0.6788434819684261,0.14443456205444646,False,False,False,False,False,False,True
0,0,0,0,-0.14019871176954313,0,0,0,1,1,0.9793524153235915,1.4510488551804575,True,False,False,False,False,True,False
0,0,0,0,1.284387601255903,1,1,1,1,0,0.5490190111165448,0.656406472785218,False,False,True,False,False,True,False
0,0,1,1,0.26682594909487006,0,0,0,1,1,1.1704270928672609,0.6150002258232018,True,False,False,False,True,False,False
0,1,0,0,0.30752841518131135,0,0,0,0,1,0.8912919117599872,0.7753501107800502,True,False,False,False,False,True,False
1,0,0,0,0.30752841518131135,0,1,1,0,1,1.321625315967034,-0.5121060680799531,True,False,False,False,True,False,False
1,1,0,0,-0.8728431013254868,0,1,0,0,1,1.005936718286189,-0.8677892609333064,True,False,False,False,False,True,False
0,0,1,0,-1.0763554317576933,0,0,0,0,0,-0.4777996908137826,-0.17302068850774907,False,False,False,False,False,True,False
0,0,0,0,-0.09949624568310181,1,0,0,0,1,-0.0075898321628398,-0.7727711942107693,False,False,False,False,False,False,True
0,0,0,0,-0.22160364394242577,0,0,0,0,1,-1.5062799116792724,2.2197571543239007,False,True,False,False,False,True,False
0,1,1,0,1.5286023977745509,0,1,1,0,1,1.331594429578008,1.7534954447969324,True,False,True,False,False,True,False
0,0,1,0,0.9994703386508137,0,1,1,1,1,1.4844541716129436,0.2640403468557075,True,False,True,False,False,False,False
0,0,1,0,1.0401728047372552,0,0,1,0,0,-0.47946120974894507,-0.4715826835265088,False,False,True,False,True,False,False
0,0,0,0,-0.6693307708932802,0,1,1,0,1,0.2216997808895636,2.6055238837493375,False,False,False,False,False,False,False
0,0,1,0,1.4878999316881094,1,1,1,1,1,1.7037746710543726,-0.9978790368363574,True,False,False,True,False,True,False
1,0,0,0,-1.2798677621899,0,0,0,0,1,-1.4913262412628112,-0.9626086836139149,False,True,False,False,False,True,False
1,0,0,1,-1.2798677621899,0,0,1,0,1,1.1637810171266114,0.25649187326241873,True,False,False,False,False,True,False
0,1,1,1,-0.018091313510219174,0,1,0,0,1,0.9710448206477799,-0.3700093634203261,True,False,False,False,False,False,True
0,0,1,1,-0.6693307708932802,0,0,1,0,1,0.8663691277325521,0.7852823128764828,True,False,False,False,False,False,False
1,0,1,0,0.6738506099592833,1,0,1,1,0,0.6520331850966099,0.8234881836074261,False,False,True,False,False,True,False
0,0,1,0,1.569304863860992,0,1,1,1,0,-0.21527969905813257,0.6025960089827684,False,False,False,True,False,False,False
0,0,0,0,0.022611152576222142,0,1,1,0,0,1.4229779710119368,-0.9237627376367569,True,False,False,False,False,True,False
0,0,1,0,-0.9135455674119282,0,0,0,0,1,-1.4880032033924866,0.01619879720939627,False,True,False,False,False,False,False
1,0,1,0,-0.4658184404610736,0,1,1,1,1,1.5442688532787878,-0.36709591747203935,True,False,False,False,False,True,False
1,0,1,1,0.1854210169219874,1,1,1,0,0,-0.815088034651738,-0.0382958849596964,False,False,False,False,False,False,False
0,1,0,0,-0.26230611002886706,1,0,0,0,1,0.7002172342163179,-0.23462241306584464,True,False,False,False,True,False,False
0,0,0,0,0.7145530760457245,1,0,0,1,1,-0.974593852427323,1.4330384620455932,False,False,True,False,False,False,True
1,0,0,0,-1.035652965671252,0,0,0,0,1,0.303114208712518,-0.3206794263413783,True,False,False,False,False,True,False
0,0,1,1,1.162280202996579,1,1,1,1,0,0.7766471052337856,-0.5003198549255199,False,False,False,True,False,False,True
1,0,0,0,-0.7100332369797215,0,0,1,1,1,1.2169496230518062,1.9718493899969471,True,False,False,False,False,True,False
0,0,0,1,-0.26230611002886706,1,0,0,1,0,-0.6289979139135559,-0.6247813829739258,False,False,False,False,False,False,True
0,0,1,0,1.6100073299474336,0,0,1,0,1,0.9943060857400527,1.631748718654885,True,False,False,False,False,True,False
0,0,1,1,0.47033827952707663,0,0,0,0,1,-1.469726495105701,-0.9264554679829008,False,True,True,False,False,False,False
0,0,0,0,1.3657925334287855,0,1,0,0,0,0.8198465975480068,0.43597780092506044,True,False,False,False,True,False,False
1,0,0,0,-1.2391652961034587,1,1,0,1,1,0.7151709046327791,-0.5420792468509648,True,False,False,False,False,True,False
0,1,0,0,0.47033827952707663,0,0,1,1,0,0.33634458741576484,2.3633547250780995,False,False,True,False,False,False,False
1,0,0,0,-0.8321406352390455,0,1,0,0,1,0.831477230094143,-0.9712386636577041,True,False,False,False,False,False,False
0,1,1,0,1.4878999316881094,0,1,1,1,1,1.5027308798997294,-0.9785002069682069,True,False,False,True,False,True,False
1,0,0,0,-1.2798677621899,0,1,0,0,1,0.5141271134781358,-0.9225488018249708,True,False,False,False,False,False,True
1,0,0,0,-1.1984628300170173,0,0,0,0,0,-1.4913262412628112,0.05325694680919665,False,True,False,False,False,False,True
0,0,1,0,-1.2391652961034587,1,1,0,0,0,0.8514154573160909,-0.7809597430502725,True,False,False,False,False,True,False
0,1,0,0,-0.22160364394242577,0,1,1,0,1,0.7218169803734286,0.7366365941641781,True,False,False,False,False,False,False
0,0,0,0,-0.26230611002886706,0,0,0,0,1,-1.4763725708463504,0.03606320140226118,False,True,False,False,False,True,False
0,1,1,0,0.26682594909487006,0,0,0,1,1,1.2136265851814818,-0.9753439738575629,True,False,False,False,False,True,False
1,0,0,0,-0.3030085761153084,0,0,0,0,1,0.995967604675215,-0.4978036970610904,True,False,False,False,False,False,False
1,0,0,0,-1.2798677621899,0,0,0,0,0,0.20508459153794018,2.7440670672144636,True,False,False,False,False,False,True
1,0,1,0,-0.42511597437463233,1,0,0,1,1,-0.3498627328062822,-0.31606647025659074,False,False,False,False,False,True,False
0,0,0,0,1.6100073299474336,1,1,1,1,1,1.6672212544808014,0.624314424233634,True,False,False,True,False,True,False
0,0,0,0,-0.3437110422017497,0,0,0,0,1,-1.5012953548737855,-0.9810384363928507,False,True,False,True,False,False,False
0,0,1,0,-0.5472233726339563,0,0,0,0,1,0.7351091318547269,0.7667863454169039,True,False,False,False,False,True,False
0,0,1,1,1.569304863860992,0,0,0,0,0,-1.3085591583949536,2.0064134532925317,False,True,False,True,True,False,False
0,1,1,0,0.022611152576222142,1,0,1,1,1,1.5010693609645671,2.6614532173323586,True,False,False,False,False,False,False
0,0,0,0,-1.1984628300170173,0,0,0,0,0,-1.4880032033924866,-0.739376923606542,False,True,False,False,False,False,True
0,0,1,1,0.5924456777864006,0,1,0,0,0,0.7467397644008636,-0.13598461046816335,True,False,False,False,False,True,False
0,0,1,1,1.2029826690830203,1,1,1,1,0,1.4429161982338852,-0.9917652146569977,True,False,False,True,False,False,True
0,0,0,0,1.569304863860992,1,1,1,1,1,1.7137437846653467,-0.633874865782215,True,False,True,False,False,False,False
0,1,1,0,-1.035652965671252,0,0,0,0,1,0.8065544460667079,-0.07464774463263905,True,False,False,False,False,True,False
0,0,1,1,-0.22160364394242577,1,0,0,0,0,0.32139091699930417,1.7326598919546385,True,False,False,False,False,False,True
0,0,0,0,-1.2391652961034587,0,0,0,0,0,-1.4846801655221622,-0.6290853372157131,False,True,False,False,False,False,True
0,0,0,1,-0.3030085761153084,1,0,0,1,0,-0.9862244849734595,-0.7268402774048228,False,False,False,True,False,False,False
0,1,0,0,-0.09949624568310181,1,1,0,0,1,0.33302154954544033,-0.7970057673260645,False,False,False,False,False,True,False
1,1,1,0,1.0401728047372552,1,1,0,1,1,1.3548556946702808,1.575113095145006,True,False,True,False,True,False,False
1,0,1,0,-0.9135455674119282,0,0,0,0,1,0.6819405259295322,1.8502350932161853,True,False,False,False,False,True,False
0,0,0,0,-0.9542480334983694,0,0,0,0,1,0.3479752199619015,2.5811348097125424,True,False,False,False,True,False,False
1,1,1,0,-1.0763554317576933,0,0,0,0,1,0.6520331850966099,-0.7080794512226726,True,False,False,False,False,True,False
0,0,1,1,1.4878999316881094,1,0,1,0,0,0.6553562229669349,-0.6251565994975686,True,False,True,False,False,False,False
0,1,0,0,1.3657925334287855,1,0,0,0,1,1.2518415206902158,1.6637966240860407,True,False,False,True,False,False,False
1,0,0,0,1.5286023977745509,1,1,1,1,0,1.6888210006379114,-0.30796620765794475,True,False,True,False,True,False,False
1,0,0,0,-0.3030085761153084,0,0,0,0,0,-1.3102206773301162,-0.9191939246723979,False,True,True,False,False,False,False
0,0,1,1,0.5517432116999592,0,0,0,0,1,-1.5112644684847594,-0.5215747674118855,False,True,False,True,False,False,True
0,0,1,0,0.8773629403914898,1,1,1,1,1,1.6589136598049896,0.7764316172305509,True,False,True,False,False,False,True
1,0,0,0,-0.7100332369797215,1,0,1,1,0,1.3415635431889819,0.06983268853013148,True,False,False,False,False,True,False
0,0,1,1,-0.8321406352390455,0,0,0,0,0,-1.5062799116792724,2.1335897832472956,False,True,False,False,False,False,False
0,0,0,0,-0.42511597437463233,0,1,0,0,1,-0.4777996908137826,-0.7520901422899756,False,False,False,False,False,True,False
0,0,1,0,1.5286023977745509,0,1,1,1,0,-0.23023336947459375,-0.8424731813675108,False,False,False,True,False,False,False
0,0,0,0,-0.09949624568310181,1,1,1,0,1,0.6503716661614476,-0.9327900057644033,True,False,False,False,True,False,False
0,0,1,1,1.569304863860992,0,1,0,0,0,1.1903653200892088,-0.9097472969006801,True,False,True,False,False,False,False
0,0,1,0,-0.09949624568310181,0,0,0,0,0,-1.4929877601979737,-0.8859541549896708,False,True,True,False,True,False,False
1,0,1,1,-1.157760363930576,0,1,1,0,1,0.666986855513071,0.12123735226922312,True,False,False,False,False,False,False
1,0,0,0,-1.2391652961034587,0,0,1,0,1,0.7018787531514801,-0.9081360730050365,True,False,False,False,False,True,False
0,0,0,1,-0.9135455674119282,0,0,0,0,1,-1.4880032033924866,-0.9335845819321179,False,True,True,False,False,False,False
0,1,0,0,-1.157760363930576,1,0,0,0,0,0.35295977676738827,-0.9672216396987025,True,False,False,False,False,True,False
0,1,0,0,0.7959580082186072,1,0,0,0,1,-0.5293067778038153,-0.9028830416740345,False,False,False,False,True,False,False
1,0,0,0,-1.1170578978441348,0,0,0,0,0,-0.5841369026641726,-0.5013792898158062,False,False,False,False,False,True,False
0,0,1,1,-0.9949504995848107,0,0,0,0,0,-1.4813571276518374,1.1600132621947719,False,True,False,True,False,False,True
0,1,0,0,-1.2391652961034587,0,0,0,0,1,-0.6788434819684261,0.008164749291393283,False,False,False,False,False,True,False
0,0,0,0,-1.1984628300170173,0,1,0,0,0,0.6503716661614476,0.6660296730386502,True,False,False,False,False,True,False
0,0,0,0,-0.5472233726339563,0,0,1,1,0,-0.17208020674391178,-0.9731368178361334,False,False,False,False,False,True,False
0,0,0,0,1.6100073299474336,1,1,1,1,0,0.16354661815888163,1.096778242180819,False,False,False,True,False,False,False
0,1,1,0,1.2436851351694616,1,0,0,1,0,-0.9513325873350501,-0.03712609226833873,False,False,True,False,False,False,False
0,0,1,0,1.3657925334287855,1,1,1,1,1,-0.2701098239184898,-0.9688770067147745,False,False,False,True,False,False,False
1,0,0,0,-1.2798677621899,0,0,0,1,1,0.3712364850541744,-0.3689278569698257,True,False,False,False,False,True,False
